id	title	year	venue	language	RQs	relevance	score	decision	reason
zhai_rag-ler_2025	{RAG}	2025	Neurocomputing		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhang_agentfm_2025	{AgentFM}	2025	Proceedings of the 33rd {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_ai-driven_2025	{AI}	2025	IEEE …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhang_ai_2024	{AI}	2024	Proceedings of the 33rd {ACM}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhang_aligning_2025	Aligning {Large}	2025	Drugs		RQ3	Baja	1.0	Include	XAI/calibración
zhang_are_2024	Are {Large}	2024	Proceedings of the 47th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_arl2_2024	{ARL2}	2024	Proceedings of the {Annual}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_arl2_2024-1	Arl2: {Aligning}	2024	arXiv preprint arXiv:2402.13542		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhang_ask_2024	Ask {NAEP}	2024	Journal of Measurement and Evaluation in Education and Psychology		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_ask_2025	Ask and {Retrieve}	2025	Proceedings of the 48th {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_automatic_2025	An {Automatic}	2025	Proceedings - {International}		-	Excluir	0.0	Exclude	Fuera de alcance
zhang_automating_2024	Automating {Geospatial}	2024	Proceedings of the 32nd {ACM}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_beefbot_2025	Beefbot: {Harnessing}	2025	Proceedings of the …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_beyond_2025	Beyond {Texts}	2025	ACM Trans. Inf. Syst.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhang_cara-rag_2025	{CARA}	2025	2025 {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_chainbuddy_2025	{ChainBuddy}	2025	Proceedings of the 2025 {CHI}		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_characterizing_2025	Characterizing and {Optimizing}	2025	Proceedings of the 58th {IEEE}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhang_cmedragbot_2025	{CMedRAGBot}	2025	Interdisciplinary Sciences - Computational Life Sciences		RQ3	Baja	1.0	Include	XAI/calibración
zhang_conversation_2025	From {Conversation}	2025	Journal of Nursing …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_copilot---loop_2024	Copilot-in-the-{Loop}	2024	Proceedings of the 39th {IEEE}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhang_corag_2025	{CoRAG}	2025			RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhang_cream_2024	{CREAM}	2024	Proceedings of the 32nd {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_credible_2025	Credible plan-driven rag method for multi-hop question answering	2025	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_cse-sfp_2025	{CSE}	2025	Proceedings of the 48th {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_culturesynth_2025	{CultureSynth}	2025	arXiv		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhang_differential-perceptive_2024	Differential-{Perceptive}	2024	Proceedings of the 32nd {ACM}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_domain-specific_2025	A {Domain}	2025	Proceedings of the 2024 4th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_dynamic_2021	Dynamic tensor recommender systems	2021	J. Mach. Learn. Res.		RQ3	Baja	1.0	Include	XAI/calibración
zhang_dynamic_2024	A {Dynamic}	2024	2024 {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhang_eclass_2025	℡{EClass}	2025	Proceedings of the {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_edge_2021	Edge {Learning}	2021	ACM Comput. Surv.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhang_edu-values_2025	Edu-{Values}	2025	Companion {Proceedings}		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_enhancing_2023	Enhancing {Financial}	2023	Proceedings of the {Fourth}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhang_enhancing_2024	Enhancing large language model performance to answer questions and extract information more accurately	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_explainable_2025	Explainable {Depression}	2025	arXiv preprint arXiv:2503.01315		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhang_exploring_2025	Exploring {Efficient}	2025	Proceedings of the 24th {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_generative_2024	Generative {AI}	2024	Future Internet		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhang_global_2022	Global optimality and finite sample analysis of softmax off-policy actor critic under state distribution mismatch	2022	J. Mach. Learn. Res.		-	Excluir	0.0	Exclude	Fuera de alcance
zhang_hallucination_2025	Hallucination {Mitigation}	2025	Mathematics		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_hallucination_2025-1	Hallucination mitigation for retrieval-augmented large language models: a review	2025	Mathematics		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
zhang_how_2024	How to {Efficiently}	2024	Proceedings of the 1st {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_human-imperceptible_2024	Human-{Imperceptible}	2024	Companion {Proceedings}		RQ1,RQ4	Media	2.0	Include	Confianza/percepción y Métricas/metodologías
zhang_iag_2023	{IAG}	2023	arXiv		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_imperceptible_2024	Imperceptible {Content}	2024	Proceedings of the 39th {IEEE}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhang_injury_2025	Injury degree appraisal of large language model based on retrieval-augmented generation and deep learning	2025	International Journal of Law and Psychiatry		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhang_intelligent_2025	Intelligent {Interaction}	2025	Companion {Proceedings}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhang_knowgpt_2024	{KnowGPT}	2024	Advances in {Neural}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_knowledge-based_2025	Knowledge-{Based}	2025	Proceedings of the 33rd {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_knowledge-enhanced_2025	A {Knowledge}	2025	Journal of Medical Internet Research		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhang_knowpo_2025	{KnowPO}	2025	Proceedings of the {AAAI}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhang_large-language_2025	A large-language model-driven approach to chronic disease follow-up	2025	Proceedings of the 4th {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_large_2025	A {Large}	2025	2025 {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhang_leveraging_2025	Leveraging long context in retrieval augmented language models for medical question answering	2025	npj Digital Medicine		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_leveraging_2025-1	Leveraging {Large}	2025	IEEE Journal of Biomedical and Health Informatics		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhang_litfm_2025	{LitFM}	2025	Proceedings of the 31st {ACM}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhang_llm-assisted_2025	{LLM}	2025	2025 {IEEE}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_llm_2025	{LLM}	2025	Proc. ACM Softw. Eng.		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhang_lsrp_2025	{LSRP}	2025	Proceedings of the 31st {ACM}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_mapexplorer_2025	{MapExplorer}	2025	Proceedings of the 31st {ACM}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_meditrir_2025	{MediTriR}	2025	2025 19th {International}		-	Excluir	0.0	Exclude	Fuera de alcance
zhang_mmr_2025	{MMR}	2025	Proceedings of the 2024 5th {International}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhang_modelgalaxy_2024	{ModelGalaxy}	2024	Proceedings of the 47th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_navigating_2025	Navigating the {Fog}	2025	Proceedings of the 7th {ACM}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhang_notitle_2025		2025	Journal of Cleaner Production		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_plantgpt_2025	{PlantGPT}	2025	Advanced Science		RQ2,RQ3	Media	2.0	Include	Factualidad/alucinaciones y XAI/calibración
zhang_raft_2024	Raft: {Adapting}	2024	arXiv preprint arXiv …		RQ3	Baja	1.0	Include	XAI/calibración
zhang_rag4itops_2024	{RAG4ITOps}	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_raglab_2024	{RAGLAB}	2024			RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_ratt_2025	{RATT}	2025	Proceedings of the {AAAI}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_ratt_2025-1	Ratt: {A}	2025	Proceedings of the AAAI …		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhang_recommendation_2025	Recommendation as {Instruction}	2025	ACM Trans. Inf. Syst.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhang_retrievalqa_2024	{RetrievalQA}	2024	Proceedings of the {Annual}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhang_sortinghat_2025	{SortingHat}	2025	Companion {Proceedings}		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
zhang_survey_2025	A {Survey}	2025			RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_survey_2025-1	A {Survey}	2025	ACM Trans. Inf. Syst.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhang_survey_2025-2	A {Survey}	2025	ACM Comput. Surv.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhang_survey_2025-3	A survey of graph retrieval-augmented generation for customized large language models	2025	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_synthetic_2024	Synthetic {Knowledge}	2024	arXiv preprint arXiv …		-	Excluir	0.0	Exclude	Fuera de alcance
zhang_system_2024	The {System}	2024			-	Excluir	0.0	Exclude	Fuera de alcance
zhang_systematic_2025	A {Systematic}	2025	ACM Comput. Surv.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhang_towards_2025	Towards {Comprehensive}	2025	Proceedings of the 2025 {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhang_towards_2025-1	Towards {AI}	2025	Proceedings of the 2025 {CHI}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhang_traceback_2025	Traceback of poisoning attacks to retrieval-augmented generation	2025	Proceedings of the ACM …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_training_2025	Training {Large}	2025	Proceedings of the 33rd {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_treeqa_2025	{TreeQA}	2025	Knowledge-Based Systems		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhang_truncated_2022	Truncated emphatic temporal difference methods for prediction and control	2022	J. Mach. Learn. Res.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhang_trustworthy_2024	Trustworthy {Alignment}	2024	Proceedings of {Machine}		RQ1	Baja	1.0	Include	Confianza/percepción
zhang_way_2025	Way to {Specialist}	2025	Proceedings of the 31st {ACM}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_wikigenbench_2025	{WIKIGENBENCH}	2025	Proceedings - {International}		-	Excluir	0.0	Exclude	Fuera de alcance
zhao_ai_2025	{AI}	2025	Proceedings of the 33rd {ACM}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhao_aligning_2024	Aligning {Explanations}	2024	Proceedings of the 33rd {ACM}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhao_best_2025	Best practice for supply chain in {LLM}	2025	Proceedings of the 34th {ACM}		RQ1,RQ4	Media	2.0	Include	Confianza/percepción y Métricas/metodologías
zhao_chat2data_2024	{Chat2Data}	2024	Proc. VLDB Endow.		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhao_checkguard_2024	{CheckGuard}	2024	Proceedings of the 33rd {ACM}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhao_deriving_2025	Deriving insights from enhanced accuracy: {Leveraging}	2025	Nurse Education in Practice		RQ1,RQ2,RQ4	Alta	3.0	Include	Confianza/percepción y Factualidad/alucinaciones y Métricas/metodologías
zhao_embodied_2024	Embodied {AI}	2024			RQ3	Baja	1.0	Include	XAI/calibración
zhao_empirical_2024	An {Empirical}	2024	2024 {IEEE}		RQ4	Baja	1.0	Include	Métricas/metodologías
zhao_empirical_2024-1	An {Empirical}	2024	arXiv		RQ4	Baja	1.0	Include	Métricas/metodologías
zhao_enhancing_2024	Enhancing {Automated}	2024	Proceedings of the 39th {IEEE}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhao_explainable_2025	Explainable {LLM}	2025	Companion {Proceedings}		RQ4	Baja	1.0	Include	Métricas/metodologías
zhao_knoll_2025	Knoll: {Creating}	2025	Proceedings of the 38th {Annual}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhao_knowledge_2025	Knowledge {Retrieval}	2025			RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhao_language_2025	Language models are few-shot graders	2025	International Conference on Artificial …		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
zhao_let_2024	Let {Me}	2024	Proceedings of the 47th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhao_lmar_2025	Lmar: {Language}	2025	arXiv preprint arXiv:2508.05672		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhao_longrag_2024	Longrag: {A}	2024	arXiv preprint arXiv …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhao_lookahead_2024	Lookahead: {An}	2024	Proceedings of the 30th {ACM}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhao_mdkag_2025	{MDKAG}	2025	Applied Sciences (Switzerland)		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhao_medrag_2025	{MedRAG}	2025	Proceedings of the {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
zhao_model_2025	Model {Meets}	2025	Proceedings of the {Nineteenth}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhao_noteit_2025	{NoteIt}		Proceedings of the 38th {Annual}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhao_ontology-aware_2024	Ontology-aware rag for improved question-answering in cybersecurity education	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
zhao_ontology-guided_2025	Ontology-{Guided}	2025	Proceedings of the 48th {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhao_optimizing_2024	Optimizing {LLM}	2024	Proceedings of the …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhao_research_2025	Research on {Intelligent}	2025	2025 5th {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhao_retrieval-augmented_2024	Retrieval-augmented generation for ai-generated content: {A}	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
zhao_retrieval_2024	Retrieval augmented generation (rag) and beyond: {A}	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
zhao_slideitright_2025	{SlideItRight}	2025	Lecture Notes in Computer Science		RQ4	Baja	1.0	Include	Métricas/metodologías
zhao_smart_2025	A smart multimodal healthcare copilot with powerful llm reasoning	2025	arXiv preprint arXiv:2506.02470		RQ3	Baja	1.0	Include	XAI/calibración
zhao_steprag_2025	{StepRAG}	2025	Proceedings of the {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhao_tcaf_2024	{TCAF}	2024	… Cup Workshop for Retrieval Augmented Generation		RQ4	Baja	1.0	Include	Métricas/metodologías
zhao_towards_2024	Towards understanding retrieval accuracy and prompt quality in rag systems	2024	arXiv preprint arXiv …		RQ2,RQ3	Media	2.0	Include	Factualidad/alucinaciones y XAI/calibración
zheng_-device_nodate	On-{Device}		dqzheng.com		RQ4	Baja	1.0	Include	Métricas/metodologías
zheng_evaluating_2025	Evaluating {Non}	2025	Proceedings of the 2025 {CHI}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zheng_humanevo_2025	{HumanEvo}	2025	Proceedings of the {IEEE}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zheng_incorporating_2025	Incorporating {RAG}	2025			RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zheng_knowledge-based_2025	Knowledge-{Based}	2025			RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zheng_miriad_2025	{MIRIAD}	2025	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
zheng_predictions_2025	From {Predictions}	2025	Proceedings of the {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
zheng_reasoning-focused_2025	A {Reasoning}	2025	Proceedings of the 2025 {Symposium}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zheng_retrieval_2025	Retrieval augmented generation and understanding in vision: {A}	2025	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
